date,category,amount,description
2023-01-25,Healthcare,1.28,MedPlus Bill ₹1.28
2023-01-25,Bills,2.7,Electricity Bill BSES ₹2.7
2023-01-25,Insurance,1.28,Health Insurance ₹1.28
2023-01-25,Insurance,1.14,Car Insurance ₹1.14
2023-01-25,Miscellaneous,6.7,Stationery Store ₹6.7
2023-01-25,Healthcare,6.7,MedPlus Bill ₹6.7
2023-01-25,Insurance,1.28,Health Insurance ₹1.28
2023-01-25,Dining,10.0,McDonalds Bill ₹10.0
2023-01-26,Shopping,20.0,Ajio Shopping ₹20.0
2023-01-26,Shopping,441.0,Flipkart Order ₹441.0
2023-01-26,Education,5.3,Udemy Course ₹5.3
2023-01-26,Shopping,6.7,Myntra Order ₹6.7
2023-01-26,Transport,6.7,Cab Fare ₹6.7
2023-01-26,Transport,16.0,Rapido Ride ₹16.0
2023-01-26,Dining,24.33,Barbeque Nation ₹24.33
2023-01-27,Fitness,6.7,Protein Supplement ₹6.7
2023-01-27,Groceries,6.7,Reliance Fresh ₹6.7
2023-01-27,Groceries,6.7,More Supermarket ₹6.7
2023-01-27,Miscellaneous,6.9,Stationery Store ₹6.9
2023-01-27,Shopping,5.0,Amazon Purchase ₹5.0
2023-01-27,Entertainment,4.0,Spotify Payment ₹4.0
2023-01-28,Education,0.72,Udemy Course ₹0.72
2023-01-28,Insurance,7.2,LIC Premium ₹7.2
2023-01-28,Education,6.7,Coursera Subscription ₹6.7
2023-01-28,Insurance,6.7,LIC Premium ₹6.7
2023-01-28,Entertainment,6.7,Spotify Payment ₹6.7
2023-01-28,Fitness,6.7,Gym Membership ₹6.7
2023-01-28,Bills,36.0,Water Bill ₹36.0
2023-01-28,Food,11.64,Pizza Hut Bill ₹11.64
2023-01-29,Fitness,6.7,Yoga Class ₹6.7
2023-01-29,Bills,13.9,Water Bill ₹13.9
2023-01-29,Investment,5.3,Mutual Fund SIP ₹5.3
2023-01-29,Insurance,2.78,Health Insurance ₹2.78
2023-01-29,Fitness,1.0,Protein Supplement ₹1.0
2023-01-29,Travel,1.0,OYO Rooms Booking ₹1.0
2023-01-29,Miscellaneous,110.0,Stationery Store ₹110.0
2023-01-29,Healthcare,5.0,Doctor Visit ₹5.0
2023-01-30,Shopping,12.0,Myntra Order ₹12.0
2023-01-30,Transport,5.0,Rapido Ride ₹5.0
2023-01-30,Healthcare,5.0,MedPlus Bill ₹5.0
2023-01-30,Miscellaneous,2.0,Donation ₹2.0
2023-01-30,Fitness,6.7,CultFit Subscription ₹6.7
2023-01-30,Bills,5.3,Water Bill ₹5.3
2023-01-30,Transport,25.0,Delhi Metro Recharge ₹25.0
2023-01-30,Food,6.7,Pizza Hut Bill ₹6.7
2023-01-30,Education,11.0,Unacademy Plan ₹11.0
2023-01-30,Groceries,1.4,More Supermarket ₹1.4
2023-01-31,Transport,5.0,Rapido Ride ₹5.0
2023-01-31,Miscellaneous,6.7,Petrol Pump ₹6.7
2023-01-31,Groceries,8.2,BigBasket Order ₹8.2
2023-01-31,Investment,6.7,Crypto Investment ₹6.7
2023-01-31,Dining,5.5,Subway Sandwich ₹5.5
2023-01-31,Dining,5.5,Subway Sandwich ₹5.5
2023-01-31,Entertainment,5.8,YouTube Premium ₹5.8
2023-02-01,Insurance,2.0,Health Insurance ₹2.0
2023-02-01,Transport,6.9,Train Ticket ₹6.9
2023-02-01,Entertainment,6.7,Hotstar Renewal ₹6.7
2023-02-01,Investment,8.2,PPF Deposit ₹8.2
2023-02-01,Groceries,6.7,More Supermarket ₹6.7
2023-02-02,Education,5.0,Coursera Subscription ₹5.0
2023-02-02,Investment,0.6,Stock Purchase ₹0.6
2023-02-02,Groceries,13.0,Reliance Fresh ₹13.0
2023-02-03,Entertainment,5.0,YouTube Premium ₹5.0
2023-02-03,Groceries,8.78,DMart Purchase ₹8.78
2023-02-03,Travel,6.0,Air India Flight ₹6.0
2023-02-03,Travel,0.8,MakeMyTrip Payment ₹0.8
2023-02-03,Investment,5.5,Stock Purchase ₹5.5
2023-02-03,Miscellaneous,13.0,Gift Shop ₹13.0
2023-02-03,Insurance,12.0,Car Insurance ₹12.0
2023-02-03,Miscellaneous,4.0,Stationery Store ₹4.0
2023-02-04,Investment,68.0,PPF Deposit ₹68.0
2023-02-04,Groceries,6.0,Reliance Fresh ₹6.0
2023-02-04,Entertainment,20.0,YouTube Premium ₹20.0
2023-02-04,Shopping,3.0,Myntra Order ₹3.0
2023-02-04,Healthcare,11.0,MedPlus Bill ₹11.0
2023-02-04,Fitness,58.6,Protein Supplement ₹58.6
2023-02-04,Healthcare,3.5,Doctor Visit ₹3.5
2023-02-05,Insurance,13.0,Car Insurance ₹13.0
2023-02-05,Bills,3.0,Electricity Bill BSES ₹3.0
2023-02-05,Insurance,5.5,Car Insurance ₹5.5
2023-02-05,Shopping,5.5,TataCliq Payment ₹5.5
2023-02-04,Fitness,3.5,CultFit Subscription ₹3.5
2023-02-04,Entertainment,51.0,BookMyShow Ticket ₹51.0
2023-02-04,Investment,11.15,Crypto Investment ₹11.15
2023-02-06,Entertainment,1.5,Hotstar Renewal ₹1.5
2023-02-06,Food,6.7,Pizza Hut Bill ₹6.7
2023-02-06,Investment,5.5,Stock Purchase ₹5.5
2023-02-06,Investment,5.3,PPF Deposit ₹5.3
2023-02-07,Transport,0.6,Train Ticket ₹0.6
2023-02-07,Travel,14.0,IRCTC Train Ticket ₹14.0
2023-02-07,Shopping,3.12,Ajio Shopping ₹3.12
2023-02-07,Fitness,20.5,Gym Membership ₹20.5
2023-02-07,Insurance,3.8,Health Insurance ₹3.8
2023-02-08,Groceries,0.8,BigBasket Order ₹0.8
2023-02-08,Food,10.0,Dominos Order ₹10.0
2023-02-08,Fitness,5.0,Gym Membership ₹5.0
2023-02-08,Miscellaneous,7.17,Donation ₹7.17
2023-02-08,Shopping,4.72,Ajio Shopping ₹4.72
2023-02-08,Transport,18.0,Rapido Ride ₹18.0
2023-02-09,Investment,1.0,Mutual Fund SIP ₹1.0
2023-02-09,Groceries,8.4,DMart Purchase ₹8.4
2023-02-09,Transport,40.0,Ola Ride ₹40.0
2023-02-09,Insurance,3.12,LIC Premium ₹3.12
2023-02-09,Healthcare,4.44,Apollo Pharmacy ₹4.44
2023-02-10,Groceries,0.6,More Supermarket ₹0.6
2023-02-10,Dining,10.0,McDonalds Bill ₹10.0
2023-02-10,Entertainment,1.0,Netflix Subscription ₹1.0
2023-02-10,Fitness,3.12,Yoga Class ₹3.12
2023-02-10,Food,17.0,Swiggy Payment ₹17.0
2023-02-10,Miscellaneous,10.5,Stationery Store ₹10.5
2023-02-10,Food,1.0,Pizza Hut Bill ₹1.0
2023-02-11,Transport,5.5,Uber Trip ₹5.5
2023-02-11,Dining,5.3,McDonalds Bill ₹5.3
2023-02-12,Fitness,120.0,Gym Membership ₹120.0
2023-02-13,Healthcare,8.4,MedPlus Bill ₹8.4
2023-02-13,Investment,30.0,PPF Deposit ₹30.0
2023-02-13,Dining,0.5,Barbeque Nation ₹0.5
2023-02-13,Healthcare,0.44,Doctor Visit ₹0.44
2023-02-13,Healthcare,181.0,Apollo Pharmacy ₹181.0
2023-02-14,Bills,3.0,Electricity Bill BSES ₹3.0
2023-02-14,Insurance,10.0,Car Insurance ₹10.0
2023-02-14,Investment,7.3,Mutual Fund SIP ₹7.3
2023-02-15,Shopping,10.0,Myntra Order ₹10.0
2023-02-15,Dining,1.3,Subway Sandwich ₹1.3
2023-02-15,Education,1.0,Byjus Payment ₹1.0
2023-02-15,Entertainment,4.25,Spotify Payment ₹4.25
2023-02-16,Miscellaneous,0.7,Petrol Pump ₹0.7
2023-02-16,Food,10.0,Dominos Order ₹10.0
2023-02-16,Transport,4.47,Uber Trip ₹4.47
2023-02-17,Insurance,15.0,Health Insurance ₹15.0
2023-02-17,Fitness,10.0,CultFit Subscription ₹10.0
2023-02-17,Education,50.0,Unacademy Plan ₹50.0
2023-02-17,Entertainment,3.12,YouTube Premium ₹3.12
2023-02-17,Transport,13.6,Uber Trip ₹13.6
2023-02-18,Shopping,5.0,Amazon Purchase ₹5.0
2023-02-18,Transport,5.3,Delhi Metro Recharge ₹5.3
2023-02-18,Shopping,6.7,Flipkart Order ₹6.7
2023-02-18,Travel,6.7,MakeMyTrip Payment ₹6.7
2023-02-18,Healthcare,6.7,Apollo Pharmacy ₹6.7
2023-02-17,Miscellaneous,22.0,Stationery Store ₹22.0
2023-02-17,Groceries,5.0,Reliance Fresh ₹5.0
2023-02-19,Shopping,2.15,Amazon Purchase ₹2.15
2023-02-19,Transport,6.7,Ola Ride ₹6.7
2023-02-19,Investment,18.2,PPF Deposit ₹18.2
2023-02-19,Dining,0.52,Barbeque Nation ₹0.52
2023-02-19,Food,0.52,Burger King Payment ₹0.52
2023-02-19,Groceries,6.9,DMart Purchase ₹6.9
2023-02-19,Shopping,1.35,Amazon Purchase ₹1.35
2023-02-19,Bills,31.0,Electricity Bill BSES ₹31.0
2023-02-20,Bills,2.0,Jio Fiber Recharge ₹2.0
2023-02-20,Transport,10.0,Uber Trip ₹10.0
2023-02-20,Miscellaneous,7.0,Petrol Pump ₹7.0
2023-02-21,Dining,2.22,Subway Sandwich ₹2.22
2023-02-21,Travel,1.0,MakeMyTrip Payment ₹1.0
2023-02-21,Healthcare,10.53,MedPlus Bill ₹10.53
2023-02-22,Groceries,1.4,BigBasket Order ₹1.4
2023-02-22,Fitness,11.0,Gym Membership ₹11.0
2023-02-22,Fitness,0.6,Yoga Class ₹0.6
2023-02-22,Food,5.0,Pizza Hut Bill ₹5.0
2023-02-22,Groceries,2.2,Reliance Fresh ₹2.2
2023-02-23,Dining,1.25,Barbeque Nation ₹1.25
2023-02-23,Healthcare,10.0,Doctor Visit ₹10.0
2023-02-23,Travel,1.3,OYO Rooms Booking ₹1.3
2023-02-23,Bills,35.0,Jio Fiber Recharge ₹35.0
2023-02-24,Investment,1.2,PPF Deposit ₹1.2
2023-02-24,Shopping,10.0,Flipkart Order ₹10.0
2023-02-24,Food,25.0,Burger King Payment ₹25.0
2023-02-25,Fitness,6.7,CultFit Subscription ₹6.7
2023-02-25,Groceries,5.3,DMart Purchase ₹5.3
2023-02-25,Healthcare,6.7,Doctor Visit ₹6.7
2023-02-25,Fitness,8.5,Gym Membership ₹8.5
2023-02-25,Groceries,5.0,BigBasket Order ₹5.0
2023-02-25,Bills,3.0,Water Bill ₹3.0
2023-02-25,Dining,3.0,KFC Meal ₹3.0
2023-02-26,Miscellaneous,15.0,Charity ₹15.0
2023-02-26,Transport,6.7,Delhi Metro Recharge ₹6.7
2023-02-26,Investment,10.44,Stock Purchase ₹10.44
2023-02-26,Travel,5.3,Air India Flight ₹5.3
2023-02-26,Shopping,11.3,Myntra Order ₹11.3
2023-02-26,Entertainment,5.9,Hotstar Renewal ₹5.9
2023-02-27,Groceries,1.3,Reliance Fresh ₹1.3
2023-02-27,Groceries,10.0,DMart Purchase ₹10.0
2023-02-27,Dining,3.0,Subway Sandwich ₹3.0
2023-02-27,Fitness,68.0,CultFit Subscription ₹68.0
2023-02-27,Bills,3.54,Internet Bill ₹3.54
2023-02-27,Education,9.57,Coursera Subscription ₹9.57
2023-02-28,Education,7.15,Udemy Course ₹7.15
2023-02-28,Bills,10.0,Internet Bill ₹10.0
2023-02-28,Miscellaneous,5.3,Charity ₹5.3
2023-03-01,Miscellaneous,10.0,Donation ₹10.0
2023-03-01,Fitness,10.0,Protein Supplement ₹10.0
2023-03-01,Travel,210.0,Air India Flight ₹210.0
2023-03-01,Entertainment,56.0,Hotstar Renewal ₹56.0
2023-03-01,Miscellaneous,10.0,Donation ₹10.0
2023-03-01,Fitness,2.3,Yoga Class ₹2.3
2023-03-01,Transport,7.0,Cab Fare ₹7.0
2023-03-01,Food,3.0,Dominos Order ₹3.0
2023-03-01,Shopping,5.0,Myntra Order ₹5.0
2023-03-02,Travel,10.53,OYO Rooms Booking ₹10.53
2023-03-02,Dining,20.0,Barbeque Nation ₹20.0
2023-03-02,Groceries,9.44,DMart Purchase ₹9.44
2023-03-02,Transport,11.13,Delhi Metro Recharge ₹11.13
2023-03-03,Shopping,0.75,TataCliq Payment ₹0.75
2023-03-03,Shopping,10.0,Myntra Order ₹10.0
2023-03-03,Healthcare,77.1,Doctor Visit ₹77.1
2023-03-03,Insurance,12.0,Car Insurance ₹12.0
2023-03-04,Bills,9.0,Water Bill ₹9.0
2023-03-04,Transport,200.0,Delhi Metro Recharge ₹200.0
2023-03-04,Entertainment,52.0,Spotify Payment ₹52.0
2023-03-04,Education,6.7,Udemy Course ₹6.7
2023-03-04,Miscellaneous,6.7,Stationery Store ₹6.7
2023-03-04,Insurance,3.6,Health Insurance ₹3.6
2023-03-05,Transport,6.7,Delhi Metro Recharge ₹6.7
2023-03-05,Fitness,14.2,Protein Supplement ₹14.2
2023-03-05,Shopping,1.0,TataCliq Payment ₹1.0
2023-03-05,Groceries,5.4,DMart Purchase ₹5.4
2023-03-05,Healthcare,25.0,Doctor Visit ₹25.0
2023-03-06,Food,0.9,Dominos Order ₹0.9
2023-03-06,Investment,68.0,Stock Purchase ₹68.0
2023-03-06,Investment,5.4,Mutual Fund SIP ₹5.4
2023-03-06,Healthcare,2.05,MedPlus Bill ₹2.05
2023-03-07,Entertainment,13.0,YouTube Premium ₹13.0
2023-03-07,Food,60.0,Pizza Hut Bill ₹60.0
2023-03-07,Dining,1.34,KFC Meal ₹1.34
2023-03-07,Investment,5.4,Crypto Investment ₹5.4
2023-03-07,Food,5.0,Dominos Order ₹5.0
2023-03-08,Dining,3.0,Subway Sandwich ₹3.0
2023-03-08,Education,10.8,Udemy Course ₹10.8
2023-03-08,Travel,7.1,MakeMyTrip Payment ₹7.1
2023-03-08,Shopping,5.4,Amazon Purchase ₹5.4
2023-03-08,Groceries,3.25,DMart Purchase ₹3.25
2023-03-08,Investment,0.9,Mutual Fund SIP ₹0.9
2023-03-09,Miscellaneous,1.0,Donation ₹1.0
2023-03-09,Dining,13.12,Barbeque Nation ₹13.12
2023-03-09,Fitness,5.0,CultFit Subscription ₹5.0
2023-03-09,Groceries,3.12,DMart Purchase ₹3.12
2023-03-09,Groceries,6.46,BigBasket Order ₹6.46
2023-03-11,Insurance,19.0,Health Insurance ₹19.0
2023-03-11,Entertainment,150.0,Netflix Subscription ₹150.0
2023-03-11,Shopping,16.0,Ajio Shopping ₹16.0
2023-03-11,Healthcare,7.0,Diagnostic Center Payment ₹7.0
2023-03-11,Groceries,36.0,More Supermarket ₹36.0
2023-03-12,Food,39.0,Swiggy Payment ₹39.0
2023-03-12,Travel,7.1,OYO Rooms Booking ₹7.1
2023-03-12,Fitness,7.1,CultFit Subscription ₹7.1
2023-03-12,Education,9.0,Unacademy Plan ₹9.0
2023-03-11,Investment,5.0,Mutual Fund SIP ₹5.0
2023-03-11,Fitness,10.0,CultFit Subscription ₹10.0
2023-03-13,Travel,10.0,IRCTC Train Ticket ₹10.0
2023-03-13,Shopping,7.1,Flipkart Order ₹7.1
2023-03-13,Shopping,3.12,Myntra Order ₹3.12
2023-03-13,Food,5.0,Zomato Order ₹5.0
2023-03-13,Bills,13.51,Airtel Postpaid ₹13.51
2023-03-14,Education,10.0,Unacademy Plan ₹10.0
2023-03-14,Travel,7.1,MakeMyTrip Payment ₹7.1
2023-03-14,Groceries,5.4,Reliance Fresh ₹5.4
2023-03-14,Entertainment,9.24,Hotstar Renewal ₹9.24
2023-03-15,Entertainment,9.0,Spotify Payment ₹9.0
2023-03-15,Insurance,0.7,Health Insurance ₹0.7
2023-03-15,Dining,7.3,Subway Sandwich ₹7.3
2023-03-15,Fitness,7.1,Gym Membership ₹7.1
2023-03-14,Food,7.52,Pizza Hut Bill ₹7.52
2023-03-14,Travel,5.4,MakeMyTrip Payment ₹5.4
2023-03-16,Entertainment,8.4,Hotstar Renewal ₹8.4
2023-03-16,Healthcare,7.1,Doctor Visit ₹7.1
2023-03-16,Shopping,9.0,Myntra Order ₹9.0
2023-03-16,Investment,8.5,Stock Purchase ₹8.5
2023-03-16,Healthcare,6.08,Apollo Pharmacy ₹6.08
2023-03-17,Bills,30.0,Electricity Bill BSES ₹30.0
2023-03-17,Groceries,1.0,DMart Purchase ₹1.0
2023-03-17,Entertainment,7.1,BookMyShow Ticket ₹7.1
2023-03-17,Investment,7.1,Stock Purchase ₹7.1
2023-03-17,Healthcare,8.9,Apollo Pharmacy ₹8.9
2023-03-17,Investment,8.55,Stock Purchase ₹8.55
2023-03-18,Bills,70.0,Internet Bill ₹70.0
2023-03-18,Food,7.1,Zomato Order ₹7.1
2023-03-18,Transport,7.1,Uber Trip ₹7.1
2023-03-18,Shopping,7.5,Amazon Purchase ₹7.5
2023-03-18,Transport,100.0,Rapido Ride ₹100.0
2023-03-18,Shopping,1.0,TataCliq Payment ₹1.0
2023-03-18,Investment,7.1,Crypto Investment ₹7.1
2023-03-18,Miscellaneous,7.0,Petrol Pump ₹7.0
2023-03-19,Shopping,3.0,Amazon Purchase ₹3.0
2023-03-19,Shopping,7.1,Myntra Order ₹7.1
2023-03-19,Entertainment,7.1,Spotify Payment ₹7.1
2023-03-19,Groceries,1.6,Reliance Fresh ₹1.6
2023-03-19,Dining,7.1,KFC Meal ₹7.1
2023-03-19,Travel,7.1,IRCTC Train Ticket ₹7.1
2023-03-20,Entertainment,7.1,BookMyShow Ticket ₹7.1
2023-03-20,Insurance,7.1,Health Insurance ₹7.1
2023-03-20,Bills,2.3,Jio Fiber Recharge ₹2.3
2023-03-20,Entertainment,7.1,Netflix Subscription ₹7.1
2023-03-20,Entertainment,8.9,YouTube Premium ₹8.9
2023-03-20,Food,19.0,Cafe Coffee Day ₹19.0
2023-03-20,Food,4.62,Swiggy Payment ₹4.62
2023-03-20,Travel,1.65,IRCTC Train Ticket ₹1.65
2023-03-21,Travel,7.1,MakeMyTrip Payment ₹7.1
2023-03-21,Miscellaneous,7.1,Charity ₹7.1
2023-03-21,Education,1.4,Coursera Subscription ₹1.4
2023-03-21,Food,7.1,Zomato Order ₹7.1
2023-03-21,Entertainment,5.0,BookMyShow Ticket ₹5.0
2023-03-21,Transport,17.0,Rapido Ride ₹17.0
2023-03-22,Insurance,7.1,Health Insurance ₹7.1
2023-03-22,Bills,9.0,Airtel Postpaid ₹9.0
2023-03-22,Transport,1.0,Rapido Ride ₹1.0
2023-03-21,Healthcare,13.0,Doctor Visit ₹13.0
2023-03-21,Entertainment,17.5,BookMyShow Ticket ₹17.5
2023-03-23,Bills,7.3,Airtel Postpaid ₹7.3
2023-03-23,Shopping,9.5,Amazon Purchase ₹9.5
2023-03-24,Investment,16.0,Crypto Investment ₹16.0
2023-03-24,Miscellaneous,7.1,Petrol Pump ₹7.1
2023-03-23,Transport,10.0,Uber Trip ₹10.0
2023-03-25,Healthcare,12.0,Doctor Visit ₹12.0
2023-03-25,Healthcare,26.0,MedPlus Bill ₹26.0
2023-03-25,Investment,8.0,Crypto Investment ₹8.0
2023-03-24,Food,4.34,Swiggy Payment ₹4.34
2023-03-26,Shopping,16.0,TataCliq Payment ₹16.0
2023-03-26,Miscellaneous,1.5,Donation ₹1.5
2023-03-26,Miscellaneous,7.1,Gift Shop ₹7.1
2023-03-25,Bills,3.6,Jio Fiber Recharge ₹3.6
2023-03-27,Healthcare,26.0,Doctor Visit ₹26.0
2023-03-26,Bills,12.0,Internet Bill ₹12.0
2023-03-27,Entertainment,10.41,Hotstar Renewal ₹10.41
2023-03-28,Travel,5.0,Air India Flight ₹5.0
2023-03-28,Healthcare,10.17,Doctor Visit ₹10.17
2023-03-29,Food,20.0,Dominos Order ₹20.0
2023-03-29,Education,6.5,Udemy Course ₹6.5
2023-03-29,Insurance,5.0,LIC Premium ₹5.0
2023-03-30,Miscellaneous,1.61,Charity ₹1.61
2023-03-30,Travel,19.5,OYO Rooms Booking ₹19.5
2023-03-31,Groceries,20.0,DMart Purchase ₹20.0
2023-03-31,Groceries,8.9,BigBasket Order ₹8.9
2023-03-31,Fitness,28.0,Yoga Class ₹28.0
2023-03-31,Shopping,34.0,Ajio Shopping ₹34.0
2023-04-01,Groceries,14.3,Reliance Fresh ₹14.3
2023-04-01,Miscellaneous,5.0,Petrol Pump ₹5.0
2023-03-31,Miscellaneous,20.0,Donation ₹20.0
2023-04-02,Bills,24.0,Jio Fiber Recharge ₹24.0
2023-04-02,Dining,10.0,McDonalds Bill ₹10.0
2023-04-01,Insurance,34.0,Car Insurance ₹34.0
2023-04-03,Insurance,1.81,LIC Premium ₹1.81
2023-04-03,Healthcare,36.0,Apollo Pharmacy ₹36.0
2023-04-03,Dining,25.0,McDonalds Bill ₹25.0
2023-04-04,Insurance,16.0,Car Insurance ₹16.0
2023-04-04,Entertainment,7.1,YouTube Premium ₹7.1
2023-04-05,Investment,68.0,PPF Deposit ₹68.0
2023-04-05,Dining,16.0,Subway Sandwich ₹16.0
2023-04-05,Bills,7.1,Electricity Bill BSES ₹7.1
2023-04-05,Dining,37.0,KFC Meal ₹37.0
2023-04-06,Dining,16.0,McDonalds Bill ₹16.0
2023-04-06,Bills,7.1,Electricity Bill BSES ₹7.1
2023-04-05,Entertainment,11.0,YouTube Premium ₹11.0
2023-04-07,Travel,16.0,OYO Rooms Booking ₹16.0
2023-04-06,Healthcare,85.0,Apollo Pharmacy ₹85.0
2023-04-08,Entertainment,16.0,YouTube Premium ₹16.0
2023-04-08,Food,8.13,Dominos Order ₹8.13
2023-04-08,Insurance,5.0,LIC Premium ₹5.0
2023-04-07,Bills,15.83,Jio Fiber Recharge ₹15.83
2023-04-09,Healthcare,10.0,Doctor Visit ₹10.0
2023-04-09,Shopping,16.0,TataCliq Payment ₹16.0
2023-04-09,Investment,7.9,PPF Deposit ₹7.9
2023-04-08,Education,32.0,Udemy Course ₹32.0
2023-04-10,Investment,7.2,PPF Deposit ₹7.2
2023-04-10,Insurance,223.0,LIC Premium ₹223.0
2023-04-09,Dining,4.23,McDonalds Bill ₹4.23
2023-04-11,Transport,39.2,Delhi Metro Recharge ₹39.2
2023-04-11,Education,14.6,Coursera Subscription ₹14.6
2023-04-11,Travel,7.1,Air India Flight ₹7.1
2023-04-10,Groceries,18.32,DMart Purchase ₹18.32
2023-04-12,Education,150.0,Udemy Course ₹150.0
2023-04-12,Transport,16.0,Ola Ride ₹16.0
2023-04-12,Healthcare,25.0,MedPlus Bill ₹25.0
2023-04-11,Investment,8.67,Stock Purchase ₹8.67
2023-04-13,Dining,25.2,Subway Sandwich ₹25.2
2023-04-14,Food,33.0,Burger King Payment ₹33.0
2023-04-14,Healthcare,16.0,Apollo Pharmacy ₹16.0
2023-04-14,Bills,7.1,Jio Fiber Recharge ₹7.1
2023-04-13,Insurance,8.17,Car Insurance ₹8.17
2023-04-15,Dining,3.0,Barbeque Nation ₹3.0
2023-04-15,Food,2.3,Burger King Payment ₹2.3
2023-04-15,Investment,8.0,Crypto Investment ₹8.0
2023-04-15,Fitness,47.0,Protein Supplement ₹47.0
2023-04-15,Entertainment,7.1,Netflix Subscription ₹7.1
2023-04-15,Dining,5.0,McDonalds Bill ₹5.0
2023-04-16,Miscellaneous,7.1,Gift Shop ₹7.1
2023-04-15,Transport,30.0,Ola Ride ₹30.0
2023-04-16,Dining,7.1,Barbeque Nation ₹7.1
2023-04-17,Transport,7.1,Delhi Metro Recharge ₹7.1
2023-04-17,Entertainment,24.0,YouTube Premium ₹24.0
2023-04-18,Investment,78.0,PPF Deposit ₹78.0
2023-04-18,Transport,16.0,Uber Trip ₹16.0
2023-04-18,Transport,7.1,Cab Fare ₹7.1
2023-04-19,Dining,2.0,KFC Meal ₹2.0
2023-04-19,Food,17.0,Pizza Hut Bill ₹17.0
2023-04-19,Transport,17.0,Cab Fare ₹17.0
2023-04-19,Education,12.0,Coursera Subscription ₹12.0
2023-04-20,Shopping,1.5,Amazon Purchase ₹1.5
2023-04-20,Food,35.0,Burger King Payment ₹35.0
2023-04-19,Shopping,5.8,Amazon Purchase ₹5.8
2023-04-21,Investment,53.0,Stock Purchase ₹53.0
2023-04-21,Groceries,7.3,DMart Purchase ₹7.3
2023-04-21,Healthcare,12.0,Doctor Visit ₹12.0
2023-04-21,Transport,300.0,Rapido Ride ₹300.0
2023-04-21,Food,5.3,Zomato Order ₹5.3
2023-04-22,Food,20.0,Swiggy Payment ₹20.0
2023-04-22,Fitness,1.41,CultFit Subscription ₹1.41
2023-04-23,Insurance,50.0,Car Insurance ₹50.0
2023-04-23,Travel,0.3,Air India Flight ₹0.3
2023-04-23,Investment,8.0,Stock Purchase ₹8.0
2023-04-23,Investment,2.0,Crypto Investment ₹2.0
2023-04-23,Miscellaneous,7.5,Petrol Pump ₹7.5
2023-04-24,Education,1.2,Byjus Payment ₹1.2
2023-04-24,Dining,21.0,KFC Meal ₹21.0
2023-04-24,Entertainment,10.0,BookMyShow Ticket ₹10.0
2023-04-24,Insurance,33.0,LIC Premium ₹33.0
2023-04-24,Insurance,14.0,LIC Premium ₹14.0
2023-04-24,Education,7.3,Skillshare Membership ₹7.3
2023-04-24,Healthcare,12.0,Doctor Visit ₹12.0
2023-04-24,Miscellaneous,5.0,Charity ₹5.0
2023-04-24,Shopping,2.4,Flipkart Order ₹2.4
2023-04-25,Entertainment,1.0,YouTube Premium ₹1.0
2023-04-26,Insurance,0.9,Car Insurance ₹0.9
2023-04-26,Bills,2.13,Jio Fiber Recharge ₹2.13
2023-04-26,Food,5.86,Zomato Order ₹5.86
2023-04-26,Miscellaneous,16.0,Charity ₹16.0
2023-04-27,Shopping,13.0,Myntra Order ₹13.0
2023-04-28,Healthcare,0.9,Diagnostic Center Payment ₹0.9
2023-04-27,Healthcare,20.38,Apollo Pharmacy ₹20.38
2023-04-28,Food,10.0,Burger King Payment ₹10.0
2023-04-28,Shopping,14.3,Ajio Shopping ₹14.3
2023-04-28,Shopping,5.0,TataCliq Payment ₹5.0
2023-04-27,Education,6.54,Skillshare Membership ₹6.54
2023-04-29,Food,1.0,Burger King Payment ₹1.0
2023-04-30,Dining,13.0,Subway Sandwich ₹13.0
2023-04-30,Transport,10.0,Train Ticket ₹10.0
2023-04-30,Dining,20.0,McDonalds Bill ₹20.0
2023-04-30,Investment,9.2,Stock Purchase ₹9.2
2023-04-30,Shopping,7.3,Myntra Order ₹7.3
2023-04-30,Bills,6.5,Electricity Bill BSES ₹6.5
2023-05-01,Insurance,490.0,Car Insurance ₹490.0
2023-05-01,Miscellaneous,10.0,Charity ₹10.0
2023-05-01,Travel,16.0,Air India Flight ₹16.0
2023-05-01,Bills,10.0,Airtel Postpaid ₹10.0
2023-05-02,Travel,1.0,Air India Flight ₹1.0
2023-05-02,Transport,13.0,Cab Fare ₹13.0
2023-05-02,Education,12.6,Unacademy Plan ₹12.6
2023-05-02,Miscellaneous,17.0,Donation ₹17.0
2023-05-03,Investment,13.0,Crypto Investment ₹13.0
2023-05-03,Healthcare,20.0,Doctor Visit ₹20.0
2023-05-03,Insurance,5.0,Health Insurance ₹5.0
2023-05-03,Entertainment,9.32,YouTube Premium ₹9.32
2023-05-03,Entertainment,45.0,YouTube Premium ₹45.0
2023-05-05,Healthcare,63.0,Apollo Pharmacy ₹63.0
2023-05-05,Insurance,2.23,Car Insurance ₹2.23
2023-05-06,Food,0.7,Zomato Order ₹0.7
2023-05-06,Entertainment,20.0,Netflix Subscription ₹20.0
2023-05-06,Travel,7.0,Air India Flight ₹7.0
2023-05-06,Food,20.0,Cafe Coffee Day ₹20.0
2023-05-06,Bills,8.9,Water Bill ₹8.9
2023-05-06,Shopping,7.1,TataCliq Payment ₹7.1
2023-05-07,Groceries,12.0,DMart Purchase ₹12.0
2023-05-07,Insurance,7.1,LIC Premium ₹7.1
2023-05-07,Shopping,20.0,Flipkart Order ₹20.0
2023-05-07,Shopping,9.0,Flipkart Order ₹9.0
