date,amount,description
2023-08-06 08:38:09 +0000,9,Netflix Subscription ₹9.0
2023-08-06 10:48:03 +0000,7.1,Stock Purchase ₹7.1
2023-08-06 12:00:17 +0000,5,YouTube Premium ₹5.0
2023-08-07 08:14:27 +0000,3.5,Hotstar Renewal ₹3.5
2023-08-07 11:12:04 +0000,5.7,McDonalds Bill ₹5.7
2023-08-07 14:34:00 +0000,8.1,Ola Ride ₹8.1
2023-08-07 16:51:09 +0000,11.5,Netflix Subscription ₹11.5
2023-08-07 16:58:16 +0000,5,Netflix Subscription ₹5.0
2023-08-08 04:10:20 +0000,2.34,LIC Premium ₹2.34
2023-08-08 09:50:37 +0000,11,TataCliq Payment ₹11.0
2023-08-08 14:44:01 +0000,7.1,OYO Rooms Booking ₹7.1
2023-08-08 19:20:21 +0000,14,Yoga Class ₹14.0
2023-08-09 10:08:20 +0000,8,McDonalds Bill ₹8.0
2023-08-10 04:54:53 +0000,5.18,Water Bill ₹5.18
2023-08-10 10:47:32 +0000,1,Spotify Payment ₹1.0
2023-08-11 04:29:28 +0000,1.8,Train Ticket ₹1.8
2023-08-11 08:57:12 +0000,6.75,Reliance Fresh ₹6.75
2023-08-11 09:16:02 +0000,11.61,Swiggy Payment ₹11.61
2023-08-11 14:32:05 +0000,16,Car Insurance ₹16.0
2023-08-11 18:15:26 +0000,2,Apollo Pharmacy ₹2.0
2023-08-11 18:16:04 +0000,150,Stock Purchase ₹150.0
2023-08-12 08:39:58 +0000,7.1,DMart Purchase ₹7.1
2023-08-12 10:01:46 +0000,5.2,Airtel Postpaid ₹5.2
2023-08-12 12:44:50 +0000,40,Skillshare Membership ₹40.0
2023-08-12 17:34:36 +0000,10,CultFit Subscription ₹10.0
2023-08-13 12:13:31 +0000,11,Barbeque Nation ₹11.0
2023-08-14 05:02:30 +0000,1.49,Stock Purchase ₹1.49
2023-08-14 09:30:03 +0000,7,MedPlus Bill ₹7.0
2023-08-14 16:26:47 +0000,16.35,Burger King Payment ₹16.35
2023-08-15 06:32:32 +0000,3.75,Mutual Fund SIP ₹3.75
2023-08-15 09:14:59 +0000,6.1,Doctor Visit ₹6.1
2023-08-15 15:24:39 +0000,8.1,KFC Meal ₹8.1
2023-08-15 19:37:39 +0000,17.32,Hotstar Renewal ₹17.32
2023-08-16 06:57:20 +0000,1.75,Stationery Store ₹1.75
2023-08-16 06:57:27 +0000,4,McDonalds Bill ₹4.0
2023-08-16 09:06:36 +0000,6.1,Petrol Pump ₹6.1
2023-08-16 14:26:41 +0000,8.1,PPF Deposit ₹8.1
2023-08-16 18:54:55 +0000,2.76,Internet Bill ₹2.76
2023-08-17 10:12:37 +0000,10,Subway Sandwich ₹10.0
2023-08-17 15:24:50 +0000,7.1,Ola Ride ₹7.1
2023-08-17 17:02:06 +0000,10,Water Bill ₹10.0
2023-08-18 05:21:26 +0000,4.48,OYO Rooms Booking ₹4.48
2023-08-18 08:29:01 +0000,2,Cafe Coffee Day ₹2.0
2023-08-18 09:50:04 +0000,1.55,Doctor Visit ₹1.55
2023-08-18 10:24:15 +0000,45,CultFit Subscription ₹45.0
2023-08-18 14:16:44 +0000,6.1,Barbeque Nation ₹6.1
2023-08-18 16:05:05 +0000,6.1,Skillshare Membership ₹6.1
2023-08-18 17:19:02 +0000,2.5,Burger King Payment ₹2.5
2023-08-19 06:03:57 +0000,14.2,Stationery Store ₹14.2
2023-08-19 13:26:54 +0000,2.5,Electricity Bill BSES ₹2.5
2023-08-19 14:12:38 +0000,5,Yoga Class ₹5.0
2023-08-19 14:18:00 +0000,18,Udemy Course ₹18.0
2023-08-20 06:17:35 +0000,5.8,Yoga Class ₹5.8
2023-08-20 07:25:43 +0000,1.4,CultFit Subscription ₹1.4
2023-08-20 07:52:25 +0000,0.6,McDonalds Bill ₹0.6
2023-08-21 04:27:27 +0000,42,More Supermarket ₹42.0
2023-08-21 05:16:41 +0000,1.82,LIC Premium ₹1.82
2023-08-21 09:36:15 +0000,10,Reliance Fresh ₹10.0
2023-08-21 09:43:16 +0000,16.2,Mutual Fund SIP ₹16.2
2023-08-22 04:52:52 +0000,6.39,Burger King Payment ₹6.39
2023-08-22 10:03:28 +0000,12,Gym Membership ₹12.0
2023-08-22 14:34:38 +0000,7.1,Reliance Fresh ₹7.1
2023-08-23 04:29:27 +0000,6.27,Stationery Store ₹6.27
2023-08-23 04:44:23 +0000,2.42,Barbeque Nation ₹2.42
2023-08-23 09:47:33 +0000,10,Myntra Order ₹10.0
2023-08-23 13:23:53 +0000,3.5,Internet Bill ₹3.5
2023-08-23 14:39:24 +0000,8.1,Electricity Bill BSES ₹8.1
2023-08-24 04:54:29 +0000,3,MedPlus Bill ₹3.0
2023-08-24 14:10:00 +0000,6.1,Diagnostic Center Payment ₹6.1
2023-08-25 04:52:38 +0000,5.41,Netflix Subscription ₹5.41
2023-08-25 15:17:13 +0000,10,Byjus Payment ₹10.0
2023-08-25 15:50:39 +0000,3,Diagnostic Center Payment ₹3.0
2023-08-26 03:15:42 +0000,11,Gym Membership ₹11.0
2023-08-26 04:59:30 +0000,16,Reliance Fresh ₹16.0
2023-08-26 07:44:13 +0000,11.8,IRCTC Train Ticket ₹11.8
2023-08-26 10:13:46 +0000,10,LIC Premium ₹10.0
2023-08-26 10:19:47 +0000,14.2,Stock Purchase ₹14.2
2023-08-27 11:03:57 +0000,17,Flipkart Order ₹17.0
2023-08-27 16:02:36 +0000,11,Charity ₹11.0
2023-08-28 04:52:48 +0000,2.5,BookMyShow Ticket ₹2.5
2023-08-28 08:53:57 +0000,5,Apollo Pharmacy ₹5.0
2023-08-28 14:50:36 +0000,7.73,MakeMyTrip Payment ₹7.73
2023-08-29 04:48:45 +0000,3,TataCliq Payment ₹3.0
2023-08-29 07:41:17 +0000,11,Barbeque Nation ₹11.0
2023-08-29 07:50:12 +0000,5,Ajio Shopping ₹5.0
2023-08-29 13:55:54 +0000,3,Donation ₹3.0
2023-08-29 15:58:45 +0000,4,Apollo Pharmacy ₹4.0
2023-08-29 15:58:47 +0000,26,Cab Fare ₹26.0
2023-08-29 16:58:27 +0000,8.1,Spotify Payment ₹8.1
2023-08-30 05:13:00 +0000,2,Reliance Fresh ₹2.0
2023-08-30 10:02:54 +0000,1.75,Health Insurance ₹1.75
2023-08-30 14:24:48 +0000,7.1,TataCliq Payment ₹7.1
2023-08-30 17:53:01 +0000,7.4,LIC Premium ₹7.4
2023-08-31 09:59:41 +0000,13.62,LIC Premium ₹13.62
2023-08-31 16:04:26 +0000,6.1,Ajio Shopping ₹6.1
2023-09-01 04:53:37 +0000,22.43,Car Insurance ₹22.43
2023-09-01 14:09:39 +0000,7.4,MakeMyTrip Payment ₹7.4
2023-09-01 16:01:58 +0000,7.1,Burger King Payment ₹7.1
2023-09-02 14:44:38 +0000,5,Netflix Subscription ₹5.0
2023-09-04 04:49:43 +0000,2,Coursera Subscription ₹2.0
2023-09-04 10:16:22 +0000,20,BigBasket Order ₹20.0
2023-09-04 10:35:52 +0000,3,Zomato Order ₹3.0
2023-09-04 17:15:58 +0000,66,LIC Premium ₹66.0
2023-09-04 17:55:53 +0000,3,Water Bill ₹3.0
2023-09-05 04:37:23 +0000,13,Flipkart Order ₹13.0
2023-09-05 09:27:50 +0000,10,Stock Purchase ₹10.0
2023-09-05 14:15:27 +0000,7.4,Internet Bill ₹7.4
2023-09-06 08:54:36 +0000,22,MedPlus Bill ₹22.0
2023-09-06 09:08:52 +0000,7.5,Reliance Fresh ₹7.5
2023-09-06 13:57:52 +0000,5,Unacademy Plan ₹5.0
2023-09-06 14:41:29 +0000,1,Charity ₹1.0
2023-09-06 03:41:00 +0000,30,LIC Premium ₹30.0
2023-09-07 16:25:50 +0000,24,Car Insurance ₹24.0
2023-09-07 16:25:52 +0000,1,Subway Sandwich ₹1.0
2023-09-07 16:25:56 +0000,10,Protein Supplement ₹10.0
2023-09-07 17:58:16 +0000,12,McDonalds Bill ₹12.0
2023-09-08 04:54:30 +0000,13,Subway Sandwich ₹13.0
2023-09-08 17:00:06 +0000,17,MakeMyTrip Payment ₹17.0
2023-09-09 10:24:22 +0000,8,Air India Flight ₹8.0
2023-09-09 15:17:18 +0000,10,LIC Premium ₹10.0
2023-09-09 16:38:16 +0000,11,Water Bill ₹11.0
2023-09-10 07:37:12 +0000,39,Gym Membership ₹39.0
2023-09-10 07:37:14 +0000,7.1,Byjus Payment ₹7.1
2023-09-10 07:37:16 +0000,6,Car Insurance ₹6.0
2023-09-10 13:21:28 +0000,10,Hotstar Renewal ₹10.0
2023-09-10 13:24:58 +0000,168,OYO Rooms Booking ₹168.0
2023-09-11 04:20:23 +0000,6,Swiggy Payment ₹6.0
2023-09-11 09:31:25 +0000,8,Gift Shop ₹8.0
2023-09-11 14:09:57 +0000,7.4,Netflix Subscription ₹7.4
2023-09-11 17:14:14 +0000,10,Ajio Shopping ₹10.0
2023-09-12 04:14:27 +0000,5.65,IRCTC Train Ticket ₹5.65
2023-09-12 09:34:47 +0000,20,MakeMyTrip Payment ₹20.0
2023-09-12 14:27:04 +0000,8.1,BigBasket Order ₹8.1
2023-09-12 17:42:07 +0000,10,Air India Flight ₹10.0
2023-09-13 04:28:38 +0000,5.65,Zomato Order ₹5.65
2023-09-13 07:02:02 +0000,90,Subway Sandwich ₹90.0
2023-09-13 09:52:43 +0000,20,Cafe Coffee Day ₹20.0
2023-09-13 14:30:38 +0000,7.1,Dominos Order ₹7.1
2023-09-14 04:33:15 +0000,12,Stock Purchase ₹12.0
2023-09-14 06:10:34 +0000,10,Netflix Subscription ₹10.0
2023-09-14 07:23:26 +0000,12,Delhi Metro Recharge ₹12.0
2023-09-14 18:00:26 +0000,6.1,Gift Shop ₹6.1
2023-09-15 09:56:48 +0000,3,Protein Supplement ₹3.0
2023-09-15 17:15:40 +0000,6.1,McDonalds Bill ₹6.1
2023-09-15 17:38:45 +0000,5,Water Bill ₹5.0
2023-09-16 08:27:08 +0000,7.1,CultFit Subscription ₹7.1
2023-09-16 11:23:54 +0000,8.1,LIC Premium ₹8.1
2023-09-16 17:21:28 +0000,73,McDonalds Bill ₹73.0
2023-09-16 18:25:58 +0000,11.41,PPF Deposit ₹11.41
2023-09-17 07:15:24 +0000,7.1,Myntra Order ₹7.1
2023-09-17 12:17:52 +0000,2.5,Subway Sandwich ₹2.5
2023-09-17 12:26:00 +0000,16,BigBasket Order ₹16.0
2023-09-17 13:47:05 +0000,8,Netflix Subscription ₹8.0
2023-09-17 17:49:42 +0000,61.6,IRCTC Train Ticket ₹61.6
2023-09-18 04:53:31 +0000,11,MedPlus Bill ₹11.0
2023-09-18 07:44:15 +0000,15,Dominos Order ₹15.0
2023-09-18 09:41:14 +0000,10,Dominos Order ₹10.0
2023-09-18 14:18:39 +0000,6.6,Water Bill ₹6.6
2023-09-18 18:10:35 +0000,5,Ajio Shopping ₹5.0
2023-09-18 19:16:28 +0000,28,Rapido Ride ₹28.0
2023-09-19 14:26:33 +0000,7.1,TataCliq Payment ₹7.1
2023-09-19 14:26:34 +0000,6,Diagnostic Center Payment ₹6.0
2023-09-19 15:29:11 +0000,16,Apollo Pharmacy ₹16.0
2023-09-20 09:52:34 +0000,12,TataCliq Payment ₹12.0
2023-09-20 15:32:53 +0000,7.1,Air India Flight ₹7.1
2023-09-20 18:54:47 +0000,8.33,Ola Ride ₹8.33
2023-09-21 06:47:52 +0000,9,Health Insurance ₹9.0
2023-09-21 09:44:12 +0000,7,Diagnostic Center Payment ₹7.0
2023-09-21 10:05:29 +0000,7.61,Apollo Pharmacy ₹7.61
2023-09-21 11:15:19 +0000,25,KFC Meal ₹25.0
2023-09-21 14:47:19 +0000,7.1,Jio Fiber Recharge ₹7.1
2023-09-22 12:26:07 +0000,6,More Supermarket ₹6.0
2023-09-22 15:26:30 +0000,15.5,Hotstar Renewal ₹15.5
2023-09-22 15:50:17 +0000,8.1,LIC Premium ₹8.1
2023-09-23 08:15:47 +0000,7.1,More Supermarket ₹7.1
2023-09-23 12:16:53 +0000,90,Internet Bill ₹90.0
2023-09-23 12:17:04 +0000,70,CultFit Subscription ₹70.0
2023-09-23 12:17:14 +0000,7.1,Yoga Class ₹7.1
2023-09-24 15:51:13 +0000,1,Gift Shop ₹1.0
2023-09-24 15:51:29 +0000,6.57,McDonalds Bill ₹6.57
2023-09-24 15:51:32 +0000,4.35,McDonalds Bill ₹4.35
2023-09-24 15:51:41 +0000,20,Car Insurance ₹20.0
2023-09-25 09:43:48 +0000,11,Diagnostic Center Payment ₹11.0
2023-09-25 09:50:29 +0000,30,BookMyShow Ticket ₹30.0
2023-09-25 14:34:01 +0000,7.1,Myntra Order ₹7.1
2023-09-25 16:24:29 +0000,5,Protein Supplement ₹5.0
2023-09-25 17:08:15 +0000,5.35,Ajio Shopping ₹5.35
2023-09-26 07:53:49 +0000,3,Diagnostic Center Payment ₹3.0
2023-09-26 15:43:31 +0000,16,LIC Premium ₹16.0
2023-09-26 18:26:31 +0000,9,Subway Sandwich ₹9.0
2023-09-26 18:29:54 +0000,1,Protein Supplement ₹1.0
2023-09-27 10:06:44 +0000,6,LIC Premium ₹6.0
2023-09-27 14:37:35 +0000,16,Barbeque Nation ₹16.0
2023-09-27 19:33:29 +0000,4.6,Yoga Class ₹4.6
2023-09-28 14:13:00 +0000,16,Byjus Payment ₹16.0
2023-09-28 14:13:04 +0000,6,LIC Premium ₹6.0
2023-09-29 09:52:27 +0000,7,Charity ₹7.0
2023-09-29 14:19:35 +0000,17,Stationery Store ₹17.0
2023-09-30 13:00:23 +0000,22,Reliance Fresh ₹22.0
2023-09-30 14:29:51 +0000,1,Dominos Order ₹1.0
2023-09-30 19:49:25 +0000,5,Electricity Bill BSES ₹5.0
2023-09-30 16:30:42 +0000,3.5,OYO Rooms Booking ₹3.5
2023-10-01 10:18:08 +0000,7.3,Gym Membership ₹7.3
2023-10-01 10:18:10 +0000,20,Spotify Payment ₹20.0
2023-10-01 11:56:23 +0000,20,OYO Rooms Booking ₹20.0
2023-10-01 12:26:32 +0000,10,Myntra Order ₹10.0
2023-10-01 15:16:26 +0000,29,Byjus Payment ₹29.0
2023-10-02 10:20:00 +0000,6,Uber Trip ₹6.0
2023-10-02 15:51:24 +0000,8,Uber Trip ₹8.0
2023-10-03 03:58:40 +0000,6,BigBasket Order ₹6.0
2023-10-03 15:24:37 +0000,16,Doctor Visit ₹16.0
2023-10-04 07:14:16 +0000,2,Train Ticket ₹2.0
2023-10-04 07:46:22 +0000,6.8,Udemy Course ₹6.8
2023-10-04 14:38:14 +0000,1.5,More Supermarket ₹1.5
2023-10-05 07:41:10 +0000,6.8,KFC Meal ₹6.8
2023-10-05 14:21:18 +0000,16,BigBasket Order ₹16.0
2023-10-05 17:55:09 +0000,5,Gym Membership ₹5.0
2023-10-06 04:55:32 +0000,4.58,Gym Membership ₹4.58
2023-10-06 06:59:39 +0000,3,Gift Shop ₹3.0
2023-10-06 06:59:41 +0000,6,Gym Membership ₹6.0
2023-10-06 14:14:23 +0000,7.1,Cafe Coffee Day ₹7.1
2023-10-06 18:20:20 +0000,9.27,Subway Sandwich ₹9.27
2023-10-06 18:20:39 +0000,7.5,Charity ₹7.5
2023-10-07 11:24:10 +0000,7.1,Electricity Bill BSES ₹7.1
2023-10-07 13:37:18 +0000,8.4,Donation ₹8.4
2023-10-07 18:34:24 +0000,32,Protein Supplement ₹32.0
2023-10-08 06:42:56 +0000,8.4,Crypto Investment ₹8.4
2023-10-08 09:43:51 +0000,23,MakeMyTrip Payment ₹23.0
2023-10-08 09:43:54 +0000,3,IRCTC Train Ticket ₹3.0
2023-10-08 11:16:45 +0000,0.5,Jio Fiber Recharge ₹0.5
2023-10-08 11:46:02 +0000,5.4,KFC Meal ₹5.4
2023-10-08 12:01:37 +0000,8.4,Petrol Pump ₹8.4
2023-10-08 14:35:58 +0000,6.81,Yoga Class ₹6.81
2023-10-09 07:33:18 +0000,6.8,Train Ticket ₹6.8
2023-10-09 09:15:51 +0000,3,LIC Premium ₹3.0
2023-10-09 14:15:28 +0000,25,McDonalds Bill ₹25.0
2023-10-09 14:50:01 +0000,16,Internet Bill ₹16.0
2023-10-09 19:45:00 +0000,10.17,LIC Premium ₹10.17
2023-10-10 08:08:29 +0000,350,Mutual Fund SIP ₹350.0
2023-10-10 08:59:20 +0000,3,Health Insurance ₹3.0
2023-10-10 14:16:01 +0000,16,OYO Rooms Booking ₹16.0
2023-10-11 06:00:25 +0000,16,MakeMyTrip Payment ₹16.0
2023-10-11 06:45:43 +0000,100,OYO Rooms Booking ₹100.0
2023-10-11 08:00:24 +0000,6.8,Crypto Investment ₹6.8
2023-10-11 15:47:50 +0000,14.1,Petrol Pump ₹14.1
2023-10-12 15:52:57 +0000,19,Charity ₹19.0
2023-10-12 19:12:16 +0000,5,Stationery Store ₹5.0
2023-10-13 06:36:16 +0000,6.8,Internet Bill ₹6.8
2023-10-13 14:11:40 +0000,4,Netflix Subscription ₹4.0
2023-10-13 14:12:04 +0000,45,Delhi Metro Recharge ₹45.0
2023-10-13 15:01:17 +0000,16,Cafe Coffee Day ₹16.0
2023-10-14 16:55:57 +0000,4.23,Myntra Order ₹4.23
2023-10-15 13:14:59 +0000,17,Netflix Subscription ₹17.0
2023-10-15 18:54:02 +0000,9,Skillshare Membership ₹9.0
2023-10-15 20:38:26 +0000,11,Reliance Fresh ₹11.0
2023-10-16 04:47:21 +0000,5.22,Cafe Coffee Day ₹5.22
2023-10-16 15:19:11 +0000,4,Crypto Investment ₹4.0
2023-10-16 15:33:24 +0000,2.5,Reliance Fresh ₹2.5
2023-10-15 20:00:54 +0000,31,Yoga Class ₹31.0
2023-10-17 04:58:22 +0000,4,CultFit Subscription ₹4.0
2023-10-17 04:58:39 +0000,3.13,Udemy Course ₹3.13
2023-10-17 14:23:19 +0000,7.1,MakeMyTrip Payment ₹7.1
2023-10-17 15:57:52 +0000,9,Protein Supplement ₹9.0
2023-10-18 04:56:52 +0000,4,Mutual Fund SIP ₹4.0
2023-10-18 09:19:29 +0000,8,Byjus Payment ₹8.0
2023-10-18 14:06:36 +0000,7.1,Dominos Order ₹7.1
2023-10-18 19:33:29 +0000,3,DMart Purchase ₹3.0
2023-10-19 07:15:45 +0000,6.8,Water Bill ₹6.8
2023-10-19 12:13:57 +0000,10,Reliance Fresh ₹10.0
2023-10-19 14:27:43 +0000,7.1,DMart Purchase ₹7.1
2023-10-19 18:31:13 +0000,10,Burger King Payment ₹10.0
2023-10-19 18:31:17 +0000,5,Subway Sandwich ₹5.0
2023-10-20 05:01:07 +0000,3,Delhi Metro Recharge ₹3.0
2023-10-20 07:05:51 +0000,7,Amazon Purchase ₹7.0
2023-10-20 17:22:40 +0000,3,Barbeque Nation ₹3.0
2023-10-20 17:34:54 +0000,5,Mutual Fund SIP ₹5.0
2023-10-20 17:34:56 +0000,100,Stationery Store ₹100.0
2023-10-21 09:37:03 +0000,7.1,Udemy Course ₹7.1
2023-10-21 12:04:27 +0000,7.1,Coursera Subscription ₹7.1
2023-10-21 17:48:53 +0000,6,Gym Membership ₹6.0
2023-10-21 17:48:55 +0000,40,Car Insurance ₹40.0
2023-10-22 02:57:29 +0000,10,Car Insurance ₹10.0
2023-10-22 07:04:06 +0000,5,Uber Trip ₹5.0
2023-10-22 07:04:10 +0000,13,Mutual Fund SIP ₹13.0
2023-10-22 07:18:49 +0000,4,Stock Purchase ₹4.0
2023-10-22 09:53:52 +0000,4,LIC Premium ₹4.0
2023-10-22 12:26:50 +0000,7.1,Donation ₹7.1
2023-10-22 18:29:22 +0000,8,PPF Deposit ₹8.0
2023-10-23 04:44:50 +0000,5,CultFit Subscription ₹5.0
2023-10-23 05:29:28 +0000,29,Reliance Fresh ₹29.0
2023-10-23 09:35:46 +0000,17,Amazon Purchase ₹17.0
2023-10-23 15:39:32 +0000,1.4,Jio Fiber Recharge ₹1.4
2023-10-23 16:25:22 +0000,2.4,Internet Bill ₹2.4
2023-10-24 04:38:27 +0000,4.16,Myntra Order ₹4.16
2023-10-24 04:42:10 +0000,4,Jio Fiber Recharge ₹4.0
2023-10-24 07:41:28 +0000,6.7,Swiggy Payment ₹6.7
2023-10-24 09:06:09 +0000,3,Coursera Subscription ₹3.0
2023-10-24 14:17:58 +0000,7.1,OYO Rooms Booking ₹7.1
2023-10-25 07:23:38 +0000,6.8,DMart Purchase ₹6.8
2023-10-25 09:49:36 +0000,5.3,Unacademy Plan ₹5.3
2023-10-25 12:23:38 +0000,6.3,Car Insurance ₹6.3
2023-10-25 14:37:13 +0000,7.1,Coursera Subscription ₹7.1
2023-10-25 17:11:58 +0000,5,Apollo Pharmacy ₹5.0
2023-10-26 07:33:32 +0000,6.7,IRCTC Train Ticket ₹6.7
2023-10-26 11:40:42 +0000,9,OYO Rooms Booking ₹9.0
2023-10-26 14:39:30 +0000,17,Barbeque Nation ₹17.0
2023-10-26 18:48:52 +0000,3.73,Udemy Course ₹3.73
2023-10-27 04:28:12 +0000,7.2,Stock Purchase ₹7.2
2023-10-27 14:28:11 +0000,7.1,Cab Fare ₹7.1
2023-10-27 17:49:09 +0000,10.8,Train Ticket ₹10.8
2023-10-27 19:09:00 +0000,8.14,Gym Membership ₹8.14
2023-10-28 08:28:59 +0000,7.1,Apollo Pharmacy ₹7.1
2023-10-28 19:37:07 +0000,78,Udemy Course ₹78.0
2023-10-29 04:43:34 +0000,5,Reliance Fresh ₹5.0
2023-10-29 10:39:16 +0000,6,Gift Shop ₹6.0
2023-10-29 10:58:30 +0000,16,MedPlus Bill ₹16.0
2023-10-30 04:31:30 +0000,5.62,Stock Purchase ₹5.62
2023-10-30 09:50:58 +0000,10,Mutual Fund SIP ₹10.0
2023-10-30 14:22:46 +0000,7.1,OYO Rooms Booking ₹7.1
2023-10-30 18:41:42 +0000,5,IRCTC Train Ticket ₹5.0
2023-10-31 04:52:51 +0000,4.1,MedPlus Bill ₹4.1
2023-10-31 14:47:33 +0000,7.1,LIC Premium ₹7.1
2023-10-31 14:47:38 +0000,6.3,Jio Fiber Recharge ₹6.3
2023-10-31 18:30:28 +0000,30,Stationery Store ₹30.0
2023-11-01 04:36:48 +0000,5.36,Train Ticket ₹5.36
2023-11-01 09:35:03 +0000,10,Train Ticket ₹10.0
2023-11-01 14:25:43 +0000,7.1,Pizza Hut Bill ₹7.1
2023-11-01 18:58:02 +0000,4.54,Zomato Order ₹4.54
2023-11-02 03:18:15 +0000,10,Pizza Hut Bill ₹10.0
2023-11-02 04:40:11 +0000,20,Amazon Purchase ₹20.0
2023-11-02 10:19:41 +0000,10,CultFit Subscription ₹10.0
2023-11-02 14:23:33 +0000,7.1,KFC Meal ₹7.1
2023-11-02 17:43:58 +0000,17,IRCTC Train Ticket ₹17.0
2023-11-03 10:11:44 +0000,7,TataCliq Payment ₹7.0
2023-11-03 12:24:39 +0000,15,Gym Membership ₹15.0
2023-11-03 14:29:27 +0000,7.9,McDonalds Bill ₹7.9
2023-11-03 17:43:51 +0000,10,YouTube Premium ₹10.0
2023-11-04 04:37:53 +0000,5.13,DMart Purchase ₹5.13
2023-11-04 09:53:00 +0000,15,Unacademy Plan ₹15.0
2023-11-04 14:21:29 +0000,18,MedPlus Bill ₹18.0
2023-11-05 07:44:15 +0000,17,Stationery Store ₹17.0
2023-11-05 11:22:11 +0000,3,OYO Rooms Booking ₹3.0
2023-11-05 14:43:58 +0000,2.5,Reliance Fresh ₹2.5
2023-11-05 19:10:22 +0000,100,PPF Deposit ₹100.0
2023-11-05 19:41:55 +0000,14,Mutual Fund SIP ₹14.0
2023-11-06 04:31:29 +0000,5.5,Health Insurance ₹5.5
2023-11-06 09:48:55 +0000,2.73,Donation ₹2.73
2023-11-06 14:03:27 +0000,5,Diagnostic Center Payment ₹5.0
2023-11-06 17:09:15 +0000,23,Car Insurance ₹23.0
2023-11-06 17:26:04 +0000,1.73,Cab Fare ₹1.73
2023-11-07 10:13:59 +0000,10,Mutual Fund SIP ₹10.0
2023-11-07 14:30:10 +0000,17,Netflix Subscription ₹17.0
2023-11-08 13:40:48 +0000,7.4,Apollo Pharmacy ₹7.4
2023-11-08 13:41:38 +0000,7.9,Crypto Investment ₹7.9
2023-11-08 14:52:14 +0000,21.37,Health Insurance ₹21.37
2023-11-08 14:55:36 +0000,3,Ola Ride ₹3.0
2023-11-08 15:00:35 +0000,2.29,IRCTC Train Ticket ₹2.29
2023-11-09 12:45:19 +0000,6.6,Udemy Course ₹6.6
2023-11-10 10:19:09 +0000,0.5,Mutual Fund SIP ₹0.5
2023-11-10 10:19:11 +0000,2.5,Air India Flight ₹2.5
2023-11-10 10:39:25 +0000,10,BigBasket Order ₹10.0
2023-11-10 12:38:02 +0000,6.9,Gym Membership ₹6.9
2023-11-10 12:51:09 +0000,4,Udemy Course ₹4.0
2023-11-11 09:28:43 +0000,5.5,Ajio Shopping ₹5.5
2023-11-11 09:28:47 +0000,9.5,Pizza Hut Bill ₹9.5
2023-11-11 10:33:06 +0000,5,Airtel Postpaid ₹5.0
2023-11-11 11:10:19 +0000,9.5,Udemy Course ₹9.5
2023-11-11 13:07:48 +0000,9.4,Barbeque Nation ₹9.4
2023-11-12 09:21:49 +0000,9.5,Cab Fare ₹9.5
2023-11-12 12:21:50 +0000,5.5,Myntra Order ₹5.5
2023-11-12 14:01:05 +0000,9.5,More Supermarket ₹9.5
2023-11-13 04:58:11 +0000,0.9,Yoga Class ₹0.9
2023-11-13 07:04:07 +0000,22.95,Stock Purchase ₹22.95
2023-11-13 10:02:38 +0000,10,Ajio Shopping ₹10.0
2023-11-13 15:23:46 +0000,9.5,Hotstar Renewal ₹9.5
2023-11-13 15:40:26 +0000,5,Apollo Pharmacy ₹5.0
2023-11-14 04:22:02 +0000,2.15,Uber Trip ₹2.15
2023-11-14 07:16:17 +0000,10,KFC Meal ₹10.0
2023-11-14 09:55:52 +0000,9.39,Pizza Hut Bill ₹9.39
2023-11-14 15:14:25 +0000,7.4,Cafe Coffee Day ₹7.4
2023-11-15 04:30:34 +0000,4.1,Swiggy Payment ₹4.1
2023-11-15 09:36:26 +0000,10,Coursera Subscription ₹10.0
2023-11-15 14:17:22 +0000,1,Health Insurance ₹1.0
2023-11-16 04:47:26 +0000,4.8,Uber Trip ₹4.8
2023-11-16 06:17:10 +0000,7,Swiggy Payment ₹7.0
2023-11-16 06:36:38 +0000,1,Skillshare Membership ₹1.0
2023-11-16 14:05:54 +0000,70,Barbeque Nation ₹70.0
2023-11-16 15:24:10 +0000,1.6,LIC Premium ₹1.6
2023-11-16 15:24:16 +0000,10,More Supermarket ₹10.0
2023-11-17 07:05:38 +0000,5.4,PPF Deposit ₹5.4
2023-11-17 07:59:02 +0000,2,Byjus Payment ₹2.0
2023-11-17 09:37:59 +0000,10,Swiggy Payment ₹10.0
2023-11-18 08:12:04 +0000,8,Myntra Order ₹8.0
2023-11-18 09:47:41 +0000,65,DMart Purchase ₹65.0
2023-11-18 09:47:44 +0000,11,More Supermarket ₹11.0
2023-11-18 10:33:08 +0000,10,Yoga Class ₹10.0
2023-11-18 14:30:26 +0000,10.6,Ola Ride ₹10.6
2023-11-18 16:37:22 +0000,25,Uber Trip ₹25.0
2023-11-19 06:31:13 +0000,8.7,Diagnostic Center Payment ₹8.7
2023-11-19 06:56:36 +0000,20,Car Insurance ₹20.0
2023-11-19 09:35:07 +0000,5,MedPlus Bill ₹5.0
2023-11-19 11:12:03 +0000,7,Subway Sandwich ₹7.0
2023-11-19 11:41:12 +0000,9.5,Crypto Investment ₹9.5
2023-11-20 04:29:04 +0000,2,TataCliq Payment ₹2.0
2023-11-20 09:32:33 +0000,10,Doctor Visit ₹10.0
2023-11-20 11:13:29 +0000,6.5,OYO Rooms Booking ₹6.5
2023-11-20 14:30:43 +0000,6.5,IRCTC Train Ticket ₹6.5
